no_sentence_human,no_sentence_machine,num_words_human,num_words_machine,character0_human,character1_human,character2_3_human,character4_human,character5_human,character0_machine,character1_machine,character2_3_machine,character4_machine,character5_machine,std_dev_human,std_dev_machine,sent_len_diff_human,sent_len_diff_machine,count_short_sentences_in_paragraphs_human,count_short_sentences_in_paragraphs_machine,count_long_sentences_in_paragraphs_human,count_long_sentences_in_paragraphs_machine,check_word0_human,check_word1_human,check_word2_3_human,check_word3_human,check_word4_human,check_word5_human,check_word0_machine,check_word1_machine,check_word2_3_machine,check_word3_machine,check_word4_machine,check_word5_machine,check_num_human,check_num_machine,check_capitals_human,check_capitals_machine,check_et_human,check_et_machine
0.025787965616045846,0.2,0.020444444444444446,0.10802919708029197,1,1,1,0,1,1,1,1,0,1,0.006743606521928727,0.009768190280642268,0.007856650585802894,0.010741138560687433,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.1876790830945559,0.12727272727272726,0.1582222222222222,0.1708029197080292,1,1,1,1,1,0,1,0,0,0,0.0038480669524774786,0.005706682373592806,0.00647829083390765,0.00644468313641246,9,0,25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0.02005730659025788,0.18181818181818182,0.008118518518518518,0.12408759124087591,1,1,1,0,0,1,1,0,0,1,0.0045528633307876714,0.009383615226686489,0.0044107512060647825,0.013963480128893663,4,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.034383954154727794,0.14545454545454545,0.019911111111111112,0.1708029197080292,1,1,0,0,1,1,1,1,0,0,0.004720302986039153,0.01273459116881329,0.008821502412129565,0.021482277121374866,4,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.04154727793696275,0.10909090909090909,0.03211851851851852,0.06861313868613139,1,1,0,0,1,0,1,0,0,1,0.003556709103560209,0.016881946276303975,0.0042729152308752585,0.022556390977443608,2,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.10744985673352435,0.09090909090909091,0.07010370370370371,0.12554744525547445,1,1,1,1,1,1,1,0,0,1,0.0041814011415813555,0.019705171967191536,0.007305306685044797,0.034371643394199784,18,0,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.034383954154727794,0.16363636363636364,0.020918518518518517,0.1386861313868613,1,1,1,0,1,0,1,0,0,0,0.0034341443306215506,0.013433653353937959,0.004686423156443832,0.015037593984962405,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.13896848137535817,0.23636363636363636,0.13197037037037038,0.1678832116788321,1,1,1,0,1,1,1,0,0,1,0.007727558027680597,0.010143241989209243,0.020537560303239145,0.018259935553168637,6,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.025787965616045846,0.12727272727272726,0.014755555555555555,0.13284671532846715,1,1,1,0,1,0,1,1,0,1,0.003049829951214326,0.01251371444114429,0.0027567195037904893,0.011815252416756176,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.01002865329512894,0.16363636363636364,0.002725925925925926,0.10510948905109489,1,1,0,0,1,0,1,0,0,1,0.0038092299146151804,0.009129100265641692,0.004548587181254307,0.007518796992481203,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.14756446991404013,0.10909090909090909,0.1365925925925926,0.09927007299270073,1,1,1,0,1,0,1,1,0,1,0.00555991082487327,0.019173169842001438,0.009235010337698139,0.02577873254564984,8,0,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.017191977077363897,0.18181818181818182,0.011555555555555555,0.12846715328467154,1,0,1,0,1,1,1,0,0,1,0.011991306591956269,0.008180012059194993,0.013094417643004824,0.00966702470461869,6,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0329512893982808,0.12727272727272726,0.0432,0.09635036496350365,1,1,1,0,1,1,0,0,0,1,0.0248230650530581,0.007695616417008247,0.051688490696071676,0.010741138560687433,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.012893982808022923,0.09090909090909091,0.0033185185185185184,0.07153284671532846,1,1,1,0,1,0,0,0,0,1,0.005193440288296037,0.004052476171051011,0.004548587181254307,0.0010741138560687433,4,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.02148997134670487,0.12727272727272726,0.004503703703703703,0.12262773722627737,1,1,1,0,0,0,1,0,0,1,0.0014006005171918283,0.01132472745510195,0.001791867677463818,0.021482277121374866,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.012893982808022923,0.18181818181818182,0.006518518518518518,0.10364963503649635,1,1,0,0,1,1,1,0,0,1,0.0037678750955078906,0.006430239114281105,0.0034458993797381117,0.010741138560687433,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.012893982808022923,0.10909090909090909,0.003437037037037037,0.13284671532846715,1,1,1,0,0,0,1,0,0,0,0.005805931697814225,0.018184969643008846,0.00771881461061337,0.015037593984962405,4,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
0.02005730659025788,0.14545454545454545,0.010074074074074074,0.12408759124087591,1,1,0,0,1,1,1,0,0,1,0.0033496947938676173,0.012771234225906076,0.0027567195037904893,0.01611170784103115,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0071633237822349575,0.14545454545454545,0.003022222222222222,0.07445255474452554,1,0,0,0,0,0,1,0,0,0,0.004509554962812433,0.013321273630104886,0.003170227429359063,0.015037593984962405,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0.3151862464183381,0.12727272727272726,0.3172740740740741,0.11970802919708029,1,1,1,1,1,0,1,0,0,0,0.0066642741576773456,0.009442695166979622,0.011853893866299104,0.015037593984962405,49,0,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
0.20630372492836677,0.14545454545454545,0.16877037037037038,0.12846715328467154,1,1,1,0,1,0,0,0,0,0,0.007032870886056465,0.008477275225263163,0.029496898690558236,0.010741138560687433,12,0,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.04297994269340974,0.18181818181818182,0.0272,0.1386861313868613,1,1,0,0,1,1,0,0,0,1,0.003956751244727582,0.00856683333274754,0.006753962784286699,0.015037593984962405,4,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.012893982808022923,0.21818181818181817,0.016533333333333334,0.10218978102189781,1,0,1,0,1,0,1,0,0,1,0.022483874943308016,0.004432865910370101,0.03115093039283253,0.004296455424274973,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.011461318051575931,0.14545454545454545,0.002725925925925926,0.10218978102189781,1,1,1,0,1,0,0,0,0,0,0.00476395787838622,0.010634454827260187,0.005926946933149552,0.017185821697099892,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
0.07163323782234957,0.16363636363636364,0.055762962962962966,0.15766423357664233,1,1,0,0,1,1,1,0,0,1,0.004727664471691316,0.01307382874096378,0.01171605789110958,0.022556390977443608,3,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
