no_sentence_human,no_sentence_machine,num_words_human,num_words_machine,character0_human,character1_human,character2_3_human,character4_human,character5_human,character0_machine,character1_machine,character2_3_machine,character4_machine,character5_machine,std_dev_human,std_dev_machine,sent_len_diff_human,sent_len_diff_machine,count_short_sentences_in_paragraphs_human,count_short_sentences_in_paragraphs_machine,count_long_sentences_in_paragraphs_human,count_long_sentences_in_paragraphs_machine,check_word0_human,check_word1_human,check_word2_3_human,check_word3_human,check_word4_human,check_word5_human,check_word0_machine,check_word1_machine,check_word2_3_machine,check_word3_machine,check_word4_machine,check_word5_machine,check_num_human,check_num_machine,check_capitals_human,check_capitals_machine,check_et_human,check_et_machine
0.045611880303707,0.2,0.09488354954427716,0.10802919708029197,3,3,1,0,2,1,1,1,0,1,0.09707432387968955,0.009768190280642268,0.007856650585802894,0.010741138560687433,5,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,12,1,1,1
0.14939705225547115,0.12727272727272726,0.18565735142877188,0.1708029197080292,7,12,0,2,15,0,1,0,0,0,0.12849076388089528,0.005706682373592806,0.00647829083390765,0.00644468313641246,16,0,25,0,1,1,1,1,1,1,1,1,1,1,1,1,26,1,36,0,1,1
0.053885663242518964,0.18181818181818182,0.060766654745261245,0.12408759124087591,6,2,1,0,0,1,1,0,0,1,0.08148975472346644,0.009383615226686489,0.0044107512060647825,0.013963480128893663,7,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,9,1,1,1
0.05546162189753078,0.14545454545454545,0.07893673449481883,0.1708029197080292,2,2,0,0,2,1,1,1,0,0,0.08235162735666011,0.01273459116881329,0.008821502412129565,0.021482277121374866,5,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11,1,14,1,1,1
0.06264613929537868,0.10909090909090909,0.0956358093518644,0.06861313868613139,2,5,0,0,12,0,1,0,0,1,0.08010986669292415,0.016881946276303975,0.0042729152308752585,0.022556390977443608,6,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,17,1,1,1
0.22487717731129966,0.09090909090909091,0.20613193744513444,0.12554744525547445,8,8,0,1,3,1,1,0,0,1,0.10388381777342691,0.019705171967191536,0.007305306685044797,0.034371643394199784,22,0,7,2,1,1,1,1,1,1,1,1,1,1,1,1,12,1,16,1,1,1
0.11456007146047341,0.16363636363636364,0.1305032639363036,0.1386861313868613,1,3,1,0,1,0,1,0,0,0,0.09391159855518239,0.013433653353937959,0.004686423156443832,0.015037593984962405,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,9,1,1,1
0.07562462233665239,0.23636363636363636,0.11445505470777576,0.1678832116788321,18,22,0,0,14,1,1,0,0,1,0.10388815969047588,0.010143241989209243,0.020537560303239145,0.018259935553168637,18,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,49,1,1,1
0.11456007146047341,0.12727272727272726,0.13058583644141405,0.13284671532846715,1,3,0,0,3,0,1,1,0,1,0.04875155552279629,0.01251371444114429,0.0027567195037904893,0.011815252416756176,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,1,1,1
0.02788234543482421,0.16363636363636364,0.05515585302300522,0.10510948905109489,1,1,0,0,1,0,1,0,0,1,0.027712891099992087,0.009129100265641692,0.004548587181254307,0.007518796992481203,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,1,1
0.15133244007741548,0.10909090909090909,0.2048639334135319,0.09927007299270073,2,11,1,0,15,0,1,1,0,1,0.1266140113076605,0.019173169842001438,0.009235010337698139,0.02577873254564984,13,0,21,2,1,1,1,1,1,1,1,1,1,1,1,1,19,1,30,1,1,1
0.0532727904322366,0.18181818181818182,0.08484066861021701,0.12846715328467154,4,0,0,0,1,1,1,0,0,1,0.11529086049006888,0.008180012059194993,0.013094417643004824,0.00966702470461869,9,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,1,1,1
0.09249665029030815,0.12727272727272726,0.21474786227525441,0.09635036496350365,4,2,0,0,4,1,0,0,0,1,0.0896045962815079,0.007695616417008247,0.051688490696071676,0.010741138560687433,2,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,10,1,1,1
0.03871706118803036,0.09090909090909091,0.05088272588353871,0.07153284671532846,1,2,1,0,2,0,0,0,0,1,0.04813551439848242,0.004052476171051011,0.004548587181254307,0.0010741138560687433,6,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,1,1,1
0.03934386292581915,0.12727272727272726,0.04036036142548481,0.12262773722627737,1,4,1,0,0,0,1,0,0,1,0.018740830282720295,0.01132472745510195,0.001791867677463818,0.021482277121374866,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,11,1,1,1
0.07043322912014291,0.18181818181818182,0.11252722957375558,0.10364963503649635,2,3,0,0,2,1,1,0,0,1,0.10147388993795173,0.006430239114281105,0.0034458993797381117,0.010741138560687433,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1
0.03488660612376556,0.10909090909090909,0.04524715240974953,0.13284671532846715,1,1,1,0,0,0,1,0,0,0,0.07424940205186836,0.018184969643008846,0.00771881461061337,0.015037593984962405,7,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,1,1,0
0.09617388715200235,0.14545454545454545,0.1189431132208386,0.12408759124087591,2,4,0,0,1,1,1,0,0,1,0.05463700415176658,0.012771234225906076,0.0027567195037904893,0.01611170784103115,3,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1
0.0263063867798124,0.14545454545454545,0.08183502942419611,0.07445255474452554,1,0,0,0,0,0,1,0,0,0,0.013918608148713872,0.013321273630104886,0.003170227429359063,0.015037593984962405,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,0,1,1
0.18637026300487916,0.12727272727272726,0.2634068268551844,0.11970802919708029,12,33,0,2,16,0,1,0,0,0,0.15244810683121804,0.009442695166979622,0.011853893866299104,0.015037593984962405,55,0,76,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,47,0,1,1
0.1565856355941215,0.14545454545454545,0.17851917565803835,0.12846715328467154,9,16,0,0,8,0,0,0,0,0,0.09097532852916894,0.008477275225263163,0.029496898690558236,0.010741138560687433,22,0,14,0,1,1,1,1,1,1,1,1,1,1,1,1,25,1,36,1,1,1
0.0,0.18181818181818182,0.03330907369012516,0.1386861313868613,4,4,0,0,1,1,0,0,0,1,0.030813641507563,0.00856683333274754,0.006753962784286699,0.015037593984962405,8,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,9,1,33,1,1,1
0.03432944902350886,0.21818181818181817,0.08836125996447224,0.10218978102189781,1,0,0,0,3,0,1,0,0,1,0.02748490045902448,0.004432865910370101,0.03115093039283253,0.004296455424274973,5,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,11,1,1,1
0.03182224207235372,0.14545454545454545,0.04763143349481419,0.10218978102189781,1,2,0,0,1,0,0,0,0,0,0.017273882289037864,0.010634454827260187,0.005926946933149552,0.017185821697099892,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,8,1,1,1
0.0800859758820902,0.16363636363636364,0.1095143652935375,0.15766423357664233,5,9,0,0,4,1,1,0,0,1,0.05425235786475778,0.01307382874096378,0.01171605789110958,0.022556390977443608,7,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,23,1,1,1
0.0777877028435313,0.16363636363636364,0.127902230025324,0.11678832116788321,1,2,0,0,1,1,1,0,0,1,0.06648961002659437,0.009453767814391134,0.01874569262577533,0.00644468313641246,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,1,1,1
0.09509234689856291,0.16363636363636364,0.10925298688581653,0.0905109489051095,4,3,1,0,1,1,1,0,0,1,0.05808345493435811,0.0066319869541869424,0.004135079255685734,0.010741138560687433,9,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,12,1,17,1,1,0
0.05595410897722196,0.18181818181818182,0.09818903013948045,0.11970802919708029,2,3,1,1,6,0,1,0,0,1,0.03911701005492696,0.006883855734961312,0.00799448656099242,0.00966702470461869,5,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,11,1,16,1,1,1
0.03733809736489504,0.14545454545454545,0.08287544298858796,0.14452554744525548,6,3,1,0,3,0,1,0,0,1,0.06829612007860515,0.013279828964723387,0.010613370089593384,0.01288936627282492,3,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,15,1,1,0
0.06802004242965608,0.14545454545454545,0.0969291543388497,0.14744525547445256,16,17,0,0,4,0,1,1,0,1,0.05734059742248696,0.013605727618880754,0.00771881461061337,0.02040816326530612,35,0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,38,1,62,1,1,1
0.04836980794997766,0.14545454545454545,0.09431999219689828,0.1386861313868613,4,1,0,0,2,0,1,0,0,1,0.05608012711076586,0.00728605307913167,0.00771881461061337,0.010741138560687433,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,10,1,1,1
0.0800859758820902,0.10909090909090909,0.12468706310758527,0.12408759124087591,5,6,1,0,3,0,1,0,0,0,0.09889648104914603,0.009785361014218332,0.008407994486560993,0.010741138560687433,4,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,15,1,1,1
0.11062017482294388,0.12727272727272726,0.1307716245779126,0.1343065693430657,5,8,0,0,3,0,1,0,0,1,0.050002282852898906,0.012632654200172202,0.00399724328049621,0.01933404940923738,7,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,14,1,1,1
0.09880048491035537,0.18181818181818182,0.12631270930194752,0.18394160583941604,5,3,0,0,3,1,1,0,0,1,0.06324970330492061,0.018350928385486777,0.014472777394900068,0.02577873254564984,8,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,14,1,1,1
0.1018311746315319,0.2545454545454545,0.14642070222913608,0.310948905109489,1,8,0,0,1,0,1,0,0,0,0.07488181119416497,0.007260810313017614,0.003170227429359063,0.00966702470461869,5,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,5,0,1,1
0.059401518535060274,0.12727272727272726,0.06811457554377866,0.08175182481751825,2,1,1,0,1,1,1,0,0,0,0.030548615322205673,0.004860651856975856,0.004135079255685734,0.007518796992481203,5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,1,1,1
0.046672621706118786,0.12727272727272726,0.08169497375206645,0.08467153284671533,4,6,0,0,7,0,1,0,0,0,0.04825025350283851,0.011336513230366298,0.005651274982770503,0.015037593984962405,10,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,18,0,1,0
0.050208426380824754,0.18181818181818182,0.05911933326830749,0.25547445255474455,2,3,1,0,2,1,1,1,0,1,0.049494577200731193,0.014159243659062647,0.006064782908339076,0.018259935553168637,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,1,1,1
0.06728131181011929,0.18181818181818182,0.076831135614502,0.1343065693430657,1,11,0,0,2,0,1,1,0,1,0.034384461480478565,0.009804166954288521,0.004548587181254307,0.00966702470461869,14,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,13,1,18,1,1,1
0.04009602501116568,0.7818181818181819,0.06219722339630004,0.3343065693430657,7,3,0,0,1,0,1,1,0,1,0.02147483658052113,0.01314998509335043,0.00895933838731909,0.013963480128893663,10,40,4,0,1,1,1,1,1,1,1,1,1,1,1,1,10,1,20,1,1,0
0.08918713711478336,0.14545454545454545,0.13827746529245377,0.14306569343065692,16,13,0,0,13,0,1,0,0,1,0.06211157897135365,0.010276296029041683,0.040523776705720195,0.008592910848549946,15,0,22,0,1,1,1,1,1,1,1,1,1,1,1,1,27,1,47,1,1,1
0.05572428167336606,0.14545454545454545,0.11859630869937467,0.11824817518248175,4,7,1,0,2,0,1,0,0,0,0.057961789668506715,0.01064895211346503,0.005099931082012405,0.011815252416756176,3,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,7,1,15,1,1,1
0.07213041536400178,0.12727272727272726,0.13961799815426632,0.08321167883211679,4,4,0,0,6,0,1,1,0,1,0.07417205293418112,0.012687738841495476,0.006616126809097175,0.01611170784103115,4,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,13,1,1,1
0.04364193198494224,0.14545454545454545,0.0737346666728596,0.09343065693430656,0,1,1,0,3,0,1,0,0,1,0.044755685411744205,0.008884510624352304,0.003032391454169538,0.01288936627282492,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,1,1,0
0.04364193198494224,0.12727272727272726,0.08934087013873729,0.06569343065693431,0,0,0,0,4,1,0,0,0,1,0.015568569881335058,0.014517337455661906,0.034872501722949686,0.021482277121374866,14,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,21,1,1,1
0.03182224207235372,0.09090909090909091,0.09952206001885751,0.16934306569343066,3,4,0,0,4,1,1,0,0,1,0.07394260579004244,0.022545432659022556,0.005789110957960027,0.01611170784103115,2,0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,10,1,1,1
0.07319115676641355,0.23636363636363636,0.2028264568499312,0.15182481751824817,0,4,0,0,0,1,1,1,0,0,0.05926840179094519,0.028832851977062156,0.049207443142660234,0.021482277121374866,10,5,9,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,12,1,0,1
0.018032603841000437,0.10909090909090909,0.03625191013427838,0.042335766423357665,1,1,1,0,1,0,0,0,0,1,0.034905958777701675,0.009433732918174745,0.011991729841488628,0.015037593984962405,10,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,12,1,16,1,1,1
0.06364448414470746,0.07272727272727272,0.13141473735809986,0.061313868613138686,6,7,0,0,1,1,1,0,0,1,0.01814104082877376,0.00881973410086638,0.03762922122674018,0.010741138560687433,4,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,12,1,1,1
0.09801250558284948,0.12727272727272726,0.12189095165328218,0.10948905109489052,4,6,0,1,5,0,1,0,0,0,0.14357379750606578,0.013104316148312865,0.014748449345279118,0.015037593984962405,9,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,10,0,1,1
0.08698079499776684,0.16363636363636364,0.11070650583606985,0.1854014598540146,2,0,0,0,0,1,0,1,0,1,0.1084666688191085,0.010952206436224417,0.0042729152308752585,0.00966702470461869,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1
0.07548942980497243,0.21818181818181817,0.13021426016841695,0.17518248175182483,7,6,0,0,8,0,1,0,0,1,0.08081285089785392,0.007117613254899038,0.01543762922122674,0.007518796992481203,5,1,13,0,1,1,1,1,1,1,1,1,1,1,1,1,16,1,22,1,1,1
0.022629149918118194,0.18181818181818182,0.06974022173814091,0.14744525547445256,2,1,1,0,2,0,1,0,0,1,0.02335659789240414,0.006988778532848117,0.02660234321157822,0.00644468313641246,7,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,12,1,1,1
